"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2851897","Solvita  Berzisa and Inese  Polaka and Inese  Supulniece and Janis  Grabis and Edgars  Ozolins and Egils  Meiers","","","","Method for Decomposition of Monolithic Enterprise Applications","1210--1213","","4","decomposition, enterprise application, object-oriented, software clustering","10.1145/2851613.2851897","","","","","","","2016","","Proceedings of the 31st Annual ACM Symposium on Applied Computing","SAC '16","","978-1-4503-3739-7","Pisa, Italy","ACM","New York, NY, USA"
"article","2749467","Jacob  Shwirtz","","","","Empowering Storytellers with Social Media","1--1","","1","social media, storytelling, television, transmedia","10.1145/2745197.2749467","","","","","","","2015","","Proceedings of the ACM International Conference on Interactive Experiences for TV and Online Video","TVX '15","","978-1-4503-3526-3","Brussels, Belgium","ACM","New York, NY, USA"
"article","2659797","Will  Lunniss and Sebastian  Altmeyer and Giuseppe  Lipari and Robert I. Davis","","","","Accounting for Cache Related Pre-emption Delays in Hierarchical Scheduling","183:183--183:192","183","10","Cache Related Pre-emption Delays, Fixed priority pre-emptive scheduling, Hierarchical scheduling, Response time analysis","10.1145/2659787.2659797","","","","","","","2014","","Proceedings of the 22Nd International Conference on Real-Time Networks and Systems","RTNS '14","","978-1-4503-2727-5","Versaille, France","ACM","New York, NY, USA"
"article","1060748","Yuji  Inoue","","","","Innovation for a Human-centered Network: NTT's R&Amp;D Activities for Achieving the NTT Group's Medium-term Management Strategy","267--267","","1","","10.1145/1060745.1060748","","","","","","","2005","","Proceedings of the 14th International Conference on World Wide Web","WWW '05","","1-59593-046-9","Chiba, Japan","ACM","New York, NY, USA"
"article","1958852","Sili  Zhao and Du  Li and Tun  Lu and Ning  Gu","","","","Back to the Future: A Hybrid Approach to Transparent Sharing of Video Games over the Internet in Real Time","187--196","","10","collaboration transparency, collaborative systems, consistency control, network latency, real time, video games","10.1145/1958824.1958852","","","","","","","2011","","Proceedings of the ACM 2011 Conference on Computer Supported Cooperative Work","CSCW '11","","978-1-4503-0556-3","Hangzhou, China","ACM","New York, NY, USA"
"article","2684797","Markus  Tasch and Rahamatullah  Khondoker and Ronald  Marx and Kpatcha  Bayarou","","","","Security Analysis of Security Applications for Software Defined Networks","23:23--23:30","23","8","OpenFlow, OpenFlow - Random Host Mutation, Resonance, STRIDE, Software Defined Networking (SDN)","10.1145/2684793.2684797","","","","","","","2014","","Proceedings of the AINTEC 2014 on Asian Internet Engineering Conference","AINTEC '14","","978-1-4503-3251-4","Chiang Mai, Thailand","ACM","New York, NY, USA"
"article","2818607","Sharanjeet Kaur Sandhu and Anupam  Agarwal","","","","Summarizing Videos by Key Frame Extraction Using SSIM and Other Visual Features","209--213","","5","Correlation measure, Key frame extraction, SSIM, histogram measure, moment measure","10.1145/2818567.2818607","","","","","","","2015","","Proceedings of the Sixth International Conference on Computer and Communication Technology 2015","ICCCT '15","","978-1-4503-3552-2","Allahabad, India","ACM","New York, NY, USA"
"article","2600811","Eliana  Kaneshima and Rosana T. Vaccare Braga","","","","Patterns for Enterprise Application Integration","2:1--2:16","2","16","enterprise application integration, patterns for integration of applications","10.1145/2591028.2600811","","","","","","","2012","","Proceedings of the 9th Latin-American Conference on Pattern Languages of Programming","SugarLoafPLoP '12","","978-1-4503-2787-9","Natal, Rio Grande do Norte, Brazil","ACM","New York, NY, USA"
"article","2684354","Shareeful  Islam and Edgar R. Weippl and Katharina  Krombholz","","","","A Decision Framework Model for Migration into Cloud: Business, Application, Security and Privacy Perspectives","185--189","","5","cloud migration, privacy, risk management, security","10.1145/2684200.2684354","","","","","","","2014","","Proceedings of the 16th International Conference on Information Integration and Web-based Applications &#38; Services","iiWAS '14","","978-1-4503-3001-5","Hanoi, Viet Nam","ACM","New York, NY, USA"
"article","2790007","Michael  Alan Chang and Thomas  Holterbach and Markus  Happe and Laurent  Vanbever","","","","Supercharge Me: Boost Router Convergence with SDN","341--342","","2","fast convergence, network performance analysis, routers","10.1145/2829988.2790007","SIGCOMM Comput. Commun. Rev.","October 2015","45","4","","August","2015","0146-4833","","","","","","ACM","New York, NY, USA"
"article","2790007","Michael  Alan Chang and Thomas  Holterbach and Markus  Happe and Laurent  Vanbever","","","","Supercharge Me: Boost Router Convergence with SDN","341--342","","2","fast convergence, network performance analysis, routers","10.1145/2785956.2790007","","","","","","","2015","","Proceedings of the 2015 ACM Conference on Special Interest Group on Data Communication","SIGCOMM '15","","978-1-4503-3542-3","London, United Kingdom","ACM","New York, NY, USA"
"article","2973771","Utkarsh  Goel and Moritz  Steiner and Mike P. Wittie and Martin  Flack and Stephen  Ludin","","","","A Case for Faster Mobile Web in Cellular IPv6 Networks","176--188","","13","CDN, DNS, IPv4, IPv6, cellular, measurement, mobile web, performance","10.1145/2973750.2973771","","","","","","","2016","","Proceedings of the 22Nd Annual International Conference on Mobile Computing and Networking","MobiCom '16","","978-1-4503-4226-1","New York City, New York","ACM","New York, NY, USA"
"article","2480671","Junghoon  Lee and Sang-Wook  Kim and Gyung-Leen  Park","","","","A Tour Recommendation Service for Electric Vehicles Based on a Hybrid Orienteering Model","1652--1654","","3","charging plan, electric vehicle, recommendation, tour schedule, waiting time","10.1145/2480362.2480671","","","","","","","2013","","Proceedings of the 28th Annual ACM Symposium on Applied Computing","SAC '13","","978-1-4503-1656-9","Coimbra, Portugal","ACM","New York, NY, USA"
"article","774844","Christian  Collberg and Stephen  Kobourov and Jasvir  Nagra and Jacob  Pitts and Kevin  Wampler","","","","A System for Graph-based Visualization of the Evolution of Software","77--ff","","","","10.1145/774833.774844","","","","","","","2003","","Proceedings of the 2003 ACM Symposium on Software Visualization","SoftVis '03","","1-58113-642-0","San Diego, California","ACM","New York, NY, USA"
"article","2742654","Chi  Zhang and Xinyu  Zhang and Ranveer  Chandra","","","","Energy Efficient WiFi Display","405--418","","14","energy efficiency, miracast, mobile phones, wifi direct, wifi display","10.1145/2742647.2742654","","","","","","","2015","","Proceedings of the 13th Annual International Conference on Mobile Systems, Applications, and Services","MobiSys '15","","978-1-4503-3494-5","Florence, Italy","ACM","New York, NY, USA"
"article","1842760","Naeem  Muhammad and Nelis  Boucke and Yolande  Berbers","","","","Model-based Enhancement of Software Performance for Precision Critical Systems","27--30","","4","architecture viewpoint, flow latency viewpoint, parallelism viewpoint, software performance","10.1145/1842752.1842760","","","","","","","2010","","Proceedings of the Fourth European Conference on Software Architecture: Companion Volume","ECSA '10","","978-1-4503-0179-4","Copenhagen, Denmark","ACM","New York, NY, USA"
"article","1029560","Jeffrey A. Lasky and Michael  Cardillo","","","","Designing a Cooperative Education Program to Support an IT Strategic Plan","106--110","","5","computer science, cooperative education program, industry-academic relationships, information technology, software engineering","10.1145/1029533.1029560","","","","","","","2004","","Proceedings of the 5th Conference on Information Technology Education","CITC5 '04","","1-58113-936-5","Salt Lake City, UT, USA","ACM","New York, NY, USA"
"article","1133573","Frank  Bellosa","","","","When Physical is Not Real Enough","","25","","","10.1145/1133572.1133573","","","","","","","2004","","Proceedings of the 11th Workshop on ACM SIGOPS European Workshop","EW 11","","","Leuven, Belgium","ACM","New York, NY, USA"
"article","357883","Gal  Ashour and Arnon  Amir and Dulce  Ponceleon and Savitha  Srinivasan","","","","Architecture for Varying Multimedia Formats","85--88","","4","interoperability, multimedia abstraction layers, multimedia extension wrappers, multimedia standards, object-oriented design","10.1145/357744.357883","","","","","","","2000","","Proceedings of the 2000 ACM Workshops on Multimedia","MULTIMEDIA '00","","1-58113-311-1","Los Angeles, California, USA","ACM","New York, NY, USA"
"article","2317993","Joon-Suk  Lee and Deborah  Tatar and Elin R&#248;nby Pedersen","","","","Time, Topic and Trawl: Stories About How We Reach Our Past","234--243","","10","early research, information retrieval, information seeking, revisitation, web search","10.1145/2317956.2317993","","","","","","","2012","","Proceedings of the Designing Interactive Systems Conference","DIS '12","","978-1-4503-1210-3","Newcastle Upon Tyne, United Kingdom","ACM","New York, NY, USA"
"article","1806026","Arun  Kumar and Sheetal K. Agarwal and Priyanka  Manwani and Ketki  Dhanesha","","","","(Voice) Website Creation and Access Using Phones","30:1--30:2","30","2","VoiceSites, Vxml, developing regions, user generated content, voice applications, web application frameworks","10.1145/1805986.1806026","","","","","","","2010","","Proceedings of the 2010 International Cross Disciplinary Conference on Web Accessibility (W4A)","W4A '10","","978-1-4503-0045-2","Raleigh, North Carolina","ACM","New York, NY, USA"
"article","2517993","Isabella  Chiari and Aldo  Gangemi and Elisabetta  Jezek and Alessandro  Oltramari and Guido  Vetere and Laure  Vieu","","","","An Open Knowledge Base for Italian Language in a Collaborative Perspective","14:1--14:6","14","6","computational lexicon, electronic dictionaries, frames, lexical semantics, linguistic resources, ontology, thematic roles","10.1145/2517978.2517993","","","","","","","2013","","Proceedings of the 1st International Workshop on Collaborative Annotations in Shared Environment: Metadata, Vocabularies and Techniques in the Digital Humanities","DH-CASE '13","","978-1-4503-2199-0","Florence, Italy","ACM","New York, NY, USA"
"article","2525959","Mansoor  Alicherry and Ashok  Anand and Shoban Preeth Chandrabose and Theophilius  Benson","","","","CloudSSI: Revisiting SSI in Cloud Era","51:1--51:1","51","1","","10.1145/2523616.2525959","","","","","","","2013","","Proceedings of the 4th Annual Symposium on Cloud Computing","SOCC '13","","978-1-4503-2428-1","Santa Clara, California","ACM","New York, NY, USA"
"article","581383","Ahmed E. Hassan and Richard C. Holt","","","","Architecture Recovery of Web Applications","349--359","","11","","10.1145/581339.581383","","","","","","","2002","","Proceedings of the 24th International Conference on Software Engineering","ICSE '02","","1-58113-472-X","Orlando, Florida","ACM","New York, NY, USA"
"article","2916029","Shuo  Li","","","","A Performance Optimization Framework for the Simultaneous Heterogeneous Computing Platforms","39--45","","7","application acceleration, development tools, heterogeneous programming, many-core programming, multithreaded parallelism, performance measurement, power consumption, programming model, vector programming","10.1145/2916026.2916029","","","","","","","2016","","Proceedings of the ACM Workshop on Software Engineering Methods for Parallel and High Performance Applications","SEM4HPC '16","","978-1-4503-4351-0","Kyoto, Japan","ACM","New York, NY, USA"
"article","1985490","Fritz  Stallinger and Robert  Neumann and Robert  Schossleitner and Stephan  Kriener","","","","Migrating Towards Evolving Software Product Lines: Challenges of an SME in a Core Customer-driven Industrial Systems Engineering Context","20--24","","5","sme, software engineering, software product line, software product migration, systems engineering","10.1145/1985484.1985490","","","","","","","2011","","Proceedings of the 2Nd International Workshop on Product Line Approaches in Software Engineering","PLEASE '11","","978-1-4503-0584-6","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","236353","Evan  Wallace and Kurt C. Wallnau","","","","A Situated Evaluation of the Object Management Group's (OMG) Object Management Architecture (OMA)","168--178","","11","","10.1145/236338.236353","SIGPLAN Not.","Oct. 1996","31","10","","October","1996","0362-1340","","","","","","ACM","New York, NY, USA"
"article","236353","Evan  Wallace and Kurt C. Wallnau","","","","A Situated Evaluation of the Object Management Group's (OMG) Object Management Architecture (OMA)","168--178","","11","","10.1145/236337.236353","","","","","","","1996","","Proceedings of the 11th ACM SIGPLAN Conference on Object-oriented Programming, Systems, Languages, and Applications","OOPSLA '96","","0-89791-788-X","San Jose, California, USA","ACM","New York, NY, USA"
"article","1415499","Carsten  Hentrich and Uwe  Zdun","","","","Patterns for Business Object Model Integration in Process-driven and Service-oriented Architectures","23:1--23:14","23","14","","10.1145/1415472.1415499","","","","","","","2006","","Proceedings of the 2006 Conference on Pattern Languages of Programs","PLoP '06","","978-1-60558-372-3","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","1370060","Stephen P. Masticola and Michael  Gall","","","","Vision: Testing of Mechatronics Software Using Agile Simulation","79--84","","6","control systems testing, hardware/software codesign and testing, integrated hardware/software environments for mechatronics testing, mechatronics testing, testability","10.1145/1370042.1370060","","","","","","","2008","","Proceedings of the 3rd International Workshop on Automation of Software Test","AST '08","","978-1-60558-030-2","Leipzig, Germany","ACM","New York, NY, USA"
"article","985949","Ron  Mendoza and Kaari  Peterson","","","","From Tools to Tasks: Discoverability and Adobe Acrobat 6.0","912--927","","16","business, commenting, customer focus, email-based review, enterprise, interaction design, paper prototype, productivity software, tasks, tools, usability, user experience, user interface design, user research, user-centered design","10.1145/985921.985949","","","","","","","2004","","CHI '04 Extended Abstracts on Human Factors in Computing Systems","CHI EA '04","","1-58113-703-6","Vienna, Austria","ACM","New York, NY, USA"
"article","2677903","Archana  Singh and Ajay  Rana","","","","Generate Frequent Queries for Views in a Data Warehouse Using Data Mining Techniques","48:1--48:6","48","6","Data warehouse, Materialized Views, data mining techniques, frequently posed queries","10.1145/2677855.2677903","","","","","","","2014","","Proceedings of the 2014 International Conference on Information and Communication Technology for Competitive Strategies","ICTCS '14","","978-1-4503-3216-3","Udaipur, Rajasthan, India","ACM","New York, NY, USA"
"article","2909416","William  Billingsley","","","","Data Affordances and the Dynamics of Constraints in Redesign","169--172","","4","data affordances, design constraints, redesign","10.1145/2908805.2909416","","","","","","","2016","","Proceedings of the 2016 ACM Conference Companion Publication on Designing Interactive Systems","DIS '16 Companion","","978-1-4503-4315-2","Brisbane, QLD, Australia","ACM","New York, NY, USA"
"article","1297030","Martin  Hirzel and Robert  Grimm","","","","Jeannie: Granting Java Native Interface Developers Their Wishes","19--38","","20","C, JNI, foreign function interface, java, modular syntax, programming language composition, rats!, xtc","10.1145/1297105.1297030","SIGPLAN Not.","October 2007","42","10","","October","2007","0362-1340","","","","","","ACM","New York, NY, USA"
"article","1297030","Martin  Hirzel and Robert  Grimm","","","","Jeannie: Granting Java Native Interface Developers Their Wishes","19--38","","20","C, JNI, foreign function interface, java, modular syntax, programming language composition, rats!, xtc","10.1145/1297027.1297030","","","","","","","2007","","Proceedings of the 22Nd Annual ACM SIGPLAN Conference on Object-oriented Programming Systems and Applications","OOPSLA '07","","978-1-59593-786-5","Montreal, Quebec, Canada","ACM","New York, NY, USA"
"article","1023869","Federico  Angiolini and Francesco  Menichelli and Alberto  Ferrero and Luca  Benini and Mauro  Olivieri","","","","A Post-compiler Approach to Scratchpad Mapping of Code","259--267","","9","design automation, dynamic programming, embedded design, executable patching, memory hierarchy, optimization algorithm, post-compiler processing, power saving, scratchpad memory","10.1145/1023833.1023869","","","","","","","2004","","Proceedings of the 2004 International Conference on Compilers, Architecture, and Synthesis for Embedded Systems","CASES '04","","1-58113-890-3","Washington DC, USA","ACM","New York, NY, USA"
"article","2481363","Jayne  Wallace and Peter C. Wright and John  McCarthy and David Philip Green and James  Thomas and Patrick  Olivier","","","","A Design-led Inquiry into Personhood in Dementia","2617--2626","","10","dementia, empathy, experience-centered design, memory, personhood, probes, reflection, reminiscence, self","10.1145/2470654.2481363","","","","","","","2013","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '13","","978-1-4503-1899-0","Paris, France","ACM","New York, NY, USA"
"article","2701333","Jens H. Weber and Anita  Katahoire and Morgan  Price","","","","Uncovering Variability Models for Software Ecosystems from Multi-Repository Structures","103:103--103:108","103","6","multi-repository software, software ecosystems, software product lines, variability management","10.1145/2701319.2701333","","","","","","","2015","","Proceedings of the Ninth International Workshop on Variability Modelling of Software-intensive Systems","VaMoS '15","","978-1-4503-3273-6","Hildesheim, Germany","ACM","New York, NY, USA"
"article","2934480","Jabier  Martinez and Tewfik  Ziadi and Tegawend&#233; F. Bissyand&#233; and Jacques  Klein and Yves Le Traon","","","","Name Suggestions During Feature Identification: The Variclouds Approach","119--123","","5","feature identification, feature naming, software product lines, visualisation, word clouds","10.1145/2934466.2934480","","","","","","","2016","","Proceedings of the 20th International Systems and Software Product Line Conference","SPLC '16","","978-1-4503-4050-2","Beijing, China","ACM","New York, NY, USA"
"article","1712626","Wei  Zhang and Hangwei  Qian and Craig E. Wills and Michael  Rabinovich","","","","Agile Resource Management in a Virtualized Data Center","129--140","","12","agility, utility computing, virtualization","10.1145/1712605.1712626","","","","","","","2010","","Proceedings of the First Joint WOSP/SIPEW International Conference on Performance Engineering","WOSP/SIPEW '10","","978-1-60558-563-5","San Jose, California, USA","ACM","New York, NY, USA"
"article","2206850","Youenn  Corre and Jean-Philippe  Diguet and Dominique  Heller and Lo&#239;c  Lagadec","","","","A Framework for High-level Synthesis of Heterogeneous MP-SoC","283--286","","4","FPGA, design space exploration, embedded systems, heterogeneous MP-SoC, high-level synthesis","10.1145/2206781.2206850","","","","","","","2012","","Proceedings of the Great Lakes Symposium on VLSI","GLSVLSI '12","","978-1-4503-1244-8","Salt Lake City, Utah, USA","ACM","New York, NY, USA"
"article","1654073","David Isaac Wolinsky and Yonggang  Liu and Pierre St. Juste and Girish  Venkatasubramanian and Renato  Figueiredo","","","","On the Design of Scalable, Self-configuring Virtual Networks","13:1--13:12","13","12","","10.1145/1654059.1654073","","","","","","","2009","","Proceedings of the Conference on High Performance Computing Networking, Storage and Analysis","SC '09","","978-1-60558-744-8","Portland, Oregon","ACM","New York, NY, USA"
"article","1879169","Francesco  Fusco and Luca  Deri","","","","High Speed Network Traffic Analysis with Commodity Multi-core Systems","218--224","","7","linux kernel, multi-core systems, network packet capture","10.1145/1879141.1879169","","","","","","","2010","","Proceedings of the 10th ACM SIGCOMM Conference on Internet Measurement","IMC '10","","978-1-4503-0483-2","Melbourne, Australia","ACM","New York, NY, USA"
"article","2747280","Beniamino  Di Martino and Giuseppina  Cretella and Antonio  Esposito","","","","Mapping Design Patterns to Cloud Patterns to Support Application Portability: A Preliminary Study","50:1--50:8","50","8","OWL, cloud pattern, design pattern, language, mapping","10.1145/2742854.2747280","","","","","","","2015","","Proceedings of the 12th ACM International Conference on Computing Frontiers","CF '15","","978-1-4503-3358-0","Ischia, Italy","ACM","New York, NY, USA"
"article","2930993","Jacob  Groshek and Edson  Tandoc","","","","The Affordance Effect: Gatekeeping and (Non)Reciprocal Journalism on Twitter","21:1--21:10","21","10","Dialogic communication, gatekeeping, network analysis, reciprocal journalism, social media","10.1145/2930971.2930993","","","","","","","2016","","Proceedings of the 7th 2016 International Conference on Social Media & Society","SMSociety '16","","978-1-4503-3938-4","London, United Kingdom","ACM","New York, NY, USA"
"article","2325316","Atanas  Radenski","","","","Integrating Data-intensive Cloud Computing with Multicores and Clusters in an HPC Course","69--74","","6","aws, cloud computing, mapreduce, mpi, openmp","10.1145/2325296.2325316","","","","","","","2012","","Proceedings of the 17th ACM Annual Conference on Innovation and Technology in Computer Science Education","ITiCSE '12","","978-1-4503-1246-2","Haifa, Israel","ACM","New York, NY, USA"
"article","2491203","Seyed Kaveh  Fayazbakhsh and Vyas  Sekar and Minlan  Yu and Jeffrey C. Mogul","","","","FlowTags: Enforcing Network-wide Policies in the Presence of Dynamic Middlebox Actions","19--24","","6","middlebox, network policy enforcement,","10.1145/2491185.2491203","","","","","","","2013","","Proceedings of the Second ACM SIGCOMM Workshop on Hot Topics in Software Defined Networking","HotSDN '13","","978-1-4503-2178-5","Hong Kong, China","ACM","New York, NY, USA"
"article","2978393","Guan-Hua  Tu and Chi-Yu  Li and Chunyi  Peng and Yuanjie  Li and Songwu  Lu","","","","New Security Threats Caused by IMS-based SMS Service in 4G LTE Networks","1118--1130","","13","IMS, LTE, SMS, attack, defense, mobile networks","10.1145/2976749.2978393","","","","","","","2016","","Proceedings of the 2016 ACM SIGSAC Conference on Computer and Communications Security","CCS '16","","978-1-4503-4139-4","Vienna, Austria","ACM","New York, NY, USA"
"article","1806639","Heidi  Pan and Benjamin  Hindman and Krste  Asanovi&#263;","","","","Composing Parallel Software Efficiently with Lithe","376--387","","12","composability, cooperative scheduling, hierarchical scheduling, oversubscription, parallelism, resource management, user-level scheduling","10.1145/1809028.1806639","SIGPLAN Not.","June 2010","45","6","","June","2010","0362-1340","","","","","","ACM","New York, NY, USA"
"article","1806639","Heidi  Pan and Benjamin  Hindman and Krste  Asanovi&#263;","","","","Composing Parallel Software Efficiently with Lithe","376--387","","12","composability, cooperative scheduling, hierarchical scheduling, oversubscription, parallelism, resource management, user-level scheduling","10.1145/1806596.1806639","","","","","","","2010","","Proceedings of the 31st ACM SIGPLAN Conference on Programming Language Design and Implementation","PLDI '10","","978-1-4503-0019-3","Toronto, Ontario, Canada","ACM","New York, NY, USA"
"article","1401172","Greg  Ward","","","","A General Approach to Backwards-compatible Delivery of High Dynamic Range Images and Video","29:1--29:7","29","7","","10.1145/1401132.1401172","","","","","","","2008","","ACM SIGGRAPH 2008 Classes","SIGGRAPH '08","","","Los Angeles, California","ACM","New York, NY, USA"
"article","502937","F.  Arcieri and G.  Melideo and E.  Nardelli and M.  Talamo","","","","Keeping Coherence Among Web Sources","16--23","","8","coherence maintenance, data interoperability, information systems integration","10.1145/502932.502937","","","","","","","2001","","Proceedings of the 3rd International Workshop on Web Information and Data Management","WIDM '01","","1-58113-444-4","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","1815408","Sandra  Fiehe and Janne  Riihij&#228;rvi and Petri  M&#228;h&#246;nen","","","","Experimental Study on Performance of IEEE 802.11N and Impact of Interferers on the 2.4 GHz ISM Band","47--51","","5","IEEE 802.11n, interference, performance measurements","10.1145/1815396.1815408","","","","","","","2010","","Proceedings of the 6th International Wireless Communications and Mobile Computing Conference","IWCMC '10","","978-1-4503-0062-9","Caen, France","ACM","New York, NY, USA"
"article","544967","Christos  Georgousopoulos and Omer F. Rana","","","","An Approach to Conforming a MAS into a FIPA-compliant System","968--975","","8","agent languages and environments, agent-based software engineering, methodologies and tools, standards for agent and MAS","10.1145/544862.544967","","","","","","","2002","","Proceedings of the First International Joint Conference on Autonomous Agents and Multiagent Systems: Part 2","AAMAS '02","","1-58113-480-0","Bologna, Italy","ACM","New York, NY, USA"
"article","1449938","Sven  Apel and Christian  K&#228;stner and Don  Batory","","","","Program Refactoring Using Functional Aspects","161--170","","10","aspect interactions, aspect-oriented refactoring, functional aspects, pseudo-commutativity, stepwise refinement","10.1145/1449913.1449938","","","","","","","2008","","Proceedings of the 7th International Conference on Generative Programming and Component Engineering","GPCE '08","","978-1-60558-267-2","Nashville, TN, USA","ACM","New York, NY, USA"
"article","1978655","Mikhail  Afanasyev and Damien  O'Rourke and Branislav  Kusy and Wen  Hu","","","","Heterogeneous Traffic Performance Comparison for 6LoWPAN Enabled Low-power Transceivers","10:1--10:5","10","5","","10.1145/1978642.1978655","","","","","","","2010","","Proceedings of the 6th Workshop on Hot Topics in Embedded Networked Sensors","HotEmNets '10","","978-1-4503-0265-4","Killarney, Ireland","ACM","New York, NY, USA"
"article","1179612","Janne  Lindqvist and Laura  Takkinen","","","","Privacy Management for Secure Mobility","63--66","","4","authentication, host identity protocol, mobility, privacy","10.1145/1179601.1179612","","","","","","","2006","","Proceedings of the 5th ACM Workshop on Privacy in Electronic Society","WPES '06","","1-59593-556-8","Alexandria, Virginia, USA","ACM","New York, NY, USA"
"article","1370925","Liam  O'Brien and Paul  Brebner and Jon  Gray","","","","Business Transformation to SOA: Aspects of the Migration and Performance and QoS Issues","35--40","","6","migration, performance, quality-of-service, service level agreements, service oriented architecture, soa","10.1145/1370916.1370925","","","","","","","2008","","Proceedings of the 2Nd International Workshop on Systems Development in SOA Environments","SDSOA '08","","978-1-60558-029-6","Leipzig, Germany","ACM","New York, NY, USA"
"article","2837151","Babul P. Tewari and Sasthi C. Ghosh","","","","Efficient Bonded Channel Assignment in IEEE 802.11 WLAN with Heterogeneous Clients","203--210","","8","Frequency assignment, IEEE 802.11 WLAN, access points, aggregate throughput, channel bonding","10.1145/2837126.2837151","","","","","","","2015","","Proceedings of the 13th International Conference on Advances in Mobile Computing and Multimedia","MoMM 2015","","978-1-4503-3493-8","Brussels, Belgium","ACM","New York, NY, USA"
"article","1242798","Ismail  Ari and Jun  Li and Riddhiman  Ghosh and Mohamed  Dekhil","","","","Providing Session Management As Core Business Service","1263--1264","","2","data serialization, multi-channel integration, session service","10.1145/1242572.1242798","","","","","","","2007","","Proceedings of the 16th International Conference on World Wide Web","WWW '07","","978-1-59593-654-7","Banff, Alberta, Canada","ACM","New York, NY, USA"
"article","2024447","Anne  Meade and Jim  Buckley and J. J. Collins","","","","Challenges of Evolving Sequential to Parallel Code: An Exploratory Review","1--5","","5","challenges, concurrency, evolution, multicore, parallel, program","10.1145/2024445.2024447","","","","","","","2011","","Proceedings of the 12th International Workshop on Principles of Software Evolution and the 7th Annual ERCIM Workshop on Software Evolution","IWPSE-EVOL '11","","978-1-4503-0848-9","Szeged, Hungary","ACM","New York, NY, USA"
"article","1067025","Fei  Cao and Barrett R. Bryant and Wei  Zhao and Carol C. Burt and Rajeev R. Raje and Andrew M. Olson and Mikhail  Auguston","","","","Marshaling and Unmarshaling Models Using the Entity-relationship Model","1553--1557","","5","entity-relationship model, marshaling and unmarshaling models, modeling and meta-modeling","10.1145/1066677.1067025","","","","","","","2005","","Proceedings of the 2005 ACM Symposium on Applied Computing","SAC '05","","1-58113-964-0","Santa Fe, New Mexico","ACM","New York, NY, USA"
"article","2157877","Rodrigo Ribeiro de Oliveira and Eddie Batista de Lima Filho and Vicente Ferreira de Lucena","","","","A Framework for Hardware Reconfiguration Using the Digital TV Signal","6:1--6:5","6","5","DTV, DVB-T, FPGA VHDL, H.264, HDTV, ISDB-T, NRE e datacasting, SBTVD, STB, verilog","10.1145/2157871.2157877","","","","","","","2011","","Proceedings of the 8th FPGAWorld Conference","FPGAWorld '11","","978-1-4503-1021-5","Copenhagen and Stockholm and Munich, Denmark and Sweden and Germany","ACM","New York, NY, USA"
"article","2485751","Amit  Golander and Shai  Taharlev and Lior  Glass and Giora  Biran and Sagi  Manole","","","","Leveraging Predefined Huffman Dictionaries for High Compression Rate and Ratio","19:1--19:6","19","6","compression rate, compression ratio, predefined Huffman dictionary","10.1145/2485732.2485751","","","","","","","2013","","Proceedings of the 6th International Systems and Storage Conference","SYSTOR '13","","978-1-4503-2116-7","Haifa, Israel","ACM","New York, NY, USA"
"article","384211","D.  Ziegenbein and F.  Wolf and K.  Richter and M.  Jersak and R.  Ernst","","","","Interval-Based Analysis of Software Processes","94--101","","8","behavioral intervals, software execution cost analysis, system-level timing validation","10.1145/384197.384211","","","","","","","2001","","Proceedings of the ACM SIGPLAN Workshop on Languages, Compilers and Tools for Embedded Systems","LCTES '01","","1-58113-425-8","Snow Bird, Utah, USA","ACM","New York, NY, USA"
"article","384211","D.  Ziegenbein and F.  Wolf and K.  Richter and M.  Jersak and R.  Ernst","","","","Interval-Based Analysis of Software Processes","94--101","","8","behavioral intervals, software execution cost analysis, system-level timing validation","10.1145/384198.384211","","","","","","","2001","","Proceedings of the 2001 ACM SIGPLAN Workshop on Optimization of Middleware and Distributed Systems","OM '01","","1-58113-426-6","Snow Bird, Utah, USA","ACM","New York, NY, USA"
"article","384211","D.  Ziegenbein and F.  Wolf and K.  Richter and M.  Jersak and R.  Ernst","","","","Interval-Based Analysis of Software Processes","94--101","","8","behavioral intervals, software execution cost analysis, system-level timing validation","10.1145/384196.384211","SIGPLAN Not.","Aug. 2001","36","8","","August","2001","0362-1340","","","","","","ACM","New York, NY, USA"
"article","2162064","Thomas  Cottenier and Aswin  van den Berg and Thomas  Weigert","","","","Management of Feature Interactions with Transactional Regions","119--130","","12","feature interaction, modularity, statecharts","10.1145/2162049.2162064","","","","","","","2012","","Proceedings of the 11th Annual International Conference on Aspect-oriented Software Development","AOSD '12","","978-1-4503-1092-5","Potsdam, Germany","ACM","New York, NY, USA"
